"Row.names","beta_opt","kappa_opt","gamma_opt","mu_opt","S0_opt","E0_opt","I0_opt","R0_opt","obj_fn","beta_init","kappa_init","gamma_init","mu_init"
"2",1.68808722300442,0.387072537515928,0.246875584418227,0.795556826495169,0.954013122548052,0.0163562128584646,0.0386991032980747,0.000560994610045579,15668.4884029505,0.908207789994776,0.201681931037456,0.898389684967697,0.944675268605351
"20",1.23421128117948,0.930945795624815,0.305889631714821,0.608788584120853,0.961206813552785,5.63859438493633e-05,0.000457581596397736,0.0480490495084556,15589.6626013463,0.892198335845023,0.864339470630512,0.389989543473348,0.777320698834956
"21",1.52448165730818,0.328476521729603,0.730748979489394,0.111427536059431,0.881057742207326,0.0269088920425905,0.0180065873210287,0.0643618737395682,16340.4521315687,0.960617997217923,0.434659484773874,0.712514678714797,0.399994368897751
"22",1.65695102764538,0.176086843437565,0.516287306121851,0.155340499478587,0.782993954240174,0.108632689437242,0.0191730895754112,0.0906866591799722,16349.3263395423,0.325352151878178,0.757087148027495,0.202692255144939,0.711121222469956
"23",0.722633563732016,0.142013806153343,0.0719484620493665,0.062335667269764,0.944302522371464,3.85469079099316e-05,0.0480869598901834,0.0117414397266971,16362.6242606552,0.121691921027377,0.245488513959572,0.14330437942408,0.239629415096715
"24",1.62733041095778,0.255137662062915,0.566979498105656,0.246955716934065,0.999963229268516,0.00848315314971147,0.000497060025626729,0.000818235814094714,16293.0996084923,0.0589343772735447,0.642288258532062,0.876269212691113,0.778914677444845
"25",2.51348643238969,0.0912996502199154,0.103496643766933,0.613074985288375,0.998782963474164,0.000782258577476885,0.00192120292679787,0.00849661027789148,16143.3064256731,0.79730882588774,0.455274453619495,0.410084082046524,0.810870242770761
"26",0.778376408688073,0.72106395107089,0.398421796500341,0.066124149597167,0.982357848181092,0.00242039988124778,0.0117481855783318,0.0124953999060236,16342.5843787293,0.604933290276676,0.654723928077146,0.353197271935642,0.270260145887733
"27",0.847951670256547,0.536817213777356,0.397237602352123,0.08020686367523,0.950632245097861,0.0503928677672272,0.000943346142351494,0.00654535661655135,16343.7296861069,0.99268406117335,0.633493264438584,0.213208135217428,0.129372348077595
"28",1.69098058135873,0.364262666953368,0.817028496782381,0.18152827229522,0.757389612782124,0.00907997351651562,0.00524700910084184,0.226489352585135,16331.1552118516,0.478118034312502,0.924074469832703,0.59876096714288,0.976170694921166
"29",0.890138210520594,0.402820970595351,0.381136203481984,0.0780039079611042,0.986856570321037,0.00171115329730336,0.00204288278917579,0.0150968741142316,16346.1054867156,0.731792511884123,0.356726912083104,0.431473690550774,0.148211560677737
"3",0.748433371838891,0.398885084785248,0.288601666090657,0.0666855673737573,0.870235722803007,0.00605847183886624,0.0705382617750113,0.0568474981909434,16348.0424588753,0.660797792486846,0.62911404389888,0.0617862704675645,0.205974574899301
"30",0.579311333994604,0.565871686892247,0.21776265290205,0.0534645946196241,0.760140115963506,0.143096094621179,0.0321292890016533,0.071820431351331,16352.3622309723,0.0130775754805654,0.715566066093743,0.103184235747904,0.446284348610789
"31",1.1311494879151,0.846920630948246,0.373972489188202,0.430560282335875,0.975079539668186,0.00520180886612804,0.00292501823885933,0.0237249441580295,15832.1343945799,0.640101045137271,0.991838620044291,0.495593577856198,0.484349524369463
"32",1.07170958497779,0.428658681517745,0.515342937538071,0.0881470952369074,0.882121872537383,0.100620161864421,0.00658502015243649,0.0201098565009231,16342.9788530083,0.173442334868014,0.754820944508538,0.453895489219576,0.511169783771038
"33",2.24832085069125,0.0516823878963523,0.146183087124137,0.206130208213429,0.537012867566466,0.165491388310261,0.304552073460581,0.00212001624679645,16348.9639048039,0.207545113284141,0.228658142732456,0.595711996313184,0.57487219828181
"34",1.88895056429046,0.25971626095635,0.819695268381763,0.159085958164241,0.417190778874018,0.0215842247255645,0.188586249364219,0.375307404823373,16345.1083597469,0.0770643802825361,0.0355405795853585,0.642795492196456,0.928615199634805
"35",2.08826948479935,0.43167956827155,1.17342619300373,0.181273544593874,0.231243669243523,0.264490020782964,0.32927024651761,0.165467762971405,16330.6118120798,0.598092422354966,0.560900748008862,0.526027723914012,0.985095223877579
"36",0.945932016086843,0.667844459245122,0.494227117931358,0.0993166345644033,0.957238368417211,0.00975251720350434,0.00966529682965013,0.0227285642209767,16330.7164806915,0.507641822332516,0.682788078673184,0.601541217649356,0.238868677755818
"37",0.683926672405833,0.671731116806262,0.320113535144254,0.0563200810289052,0.949013522861525,0.0187487334846722,0.0253822815883492,0.00934660343396239,16347.5035650652,0.258165926672518,0.729309623362496,0.452570831403136,0.175126768415794
"38",1.81726906695865,0.206693676512147,0.668545305913326,0.156210007850588,0.949612722611337,0.036579651505127,0.000642416579562967,0.017364562093747,16350.6328057421,0.746698269620538,0.104987640399486,0.864544949028641,0.614644971676171
"39",1.97184847542162,0.0827456676321204,0.048922304481712,0.432847966010001,0.851848739082415,0.150075027283226,0.000418714237489215,0.00712342020058181,16186.9521130855,0.557159538846463,0.328777319053188,0.453131445450708,0.500440972624347
"4",1.24182992755735,0.469203981638922,0.6179462052016,0.135568564478864,0.900829293623864,0.0904342070155623,0.00518570136520569,0.0066396453992877,16327.8845429281,0.176556752528995,0.687022846657783,0.384103718213737,0.769841419998556
"40",0.474762301901956,0.530616241578658,0.142193295519075,0.0410568674692693,0.947123039337288,0.0185132530219409,0.0133808787034684,0.0304047191392634,16355.0131823432,0.180866361130029,0.529630602803081,0.0752757457084954,0.277755932649598
"41",1.45247582608745,0.148407731833318,0.277001285262473,0.23147966740968,0.962275272449556,0.0455841883512734,0.000933256458041149,0.000652514642828408,16285.9262693967,0.212699519237503,0.284790480975062,0.895094102947041,0.4462353233248
"42",0.783059378576042,0.886461664699268,0.424187002897351,0.071486265148832,0.975154294389112,0.00823956548763731,0.00908727880661683,0.00923093698812137,16336.0745643737,0.779984889784828,0.880619034869596,0.413124209502712,0.0638084805104882
"43",1.01493047525662,0.644741696238897,0.560796331039216,0.0837282557736737,0.804241631001208,0.118298340530991,0.0355849566480391,0.0465963302537329,16336.0835027909,0.335487491684034,0.723725946620107,0.337615333497524,0.630414122482762
"44",0.961879937187517,0.864929609932265,0.567472930252098,0.0804162384629509,0.94532840556004,0.057342538614056,0.00244909001315428,0.00395387122003357,16328.7467549295,0.840614554006606,0.856131664710119,0.39135928102769,0.380493885604665
"45",2.16824061433499,0.310536689922341,0.771692146227315,0.487635851427475,0.927507626367993,0.0485180779625023,0.0335392460770646,0.000179036508885426,16165.3557702572,0.895445425994694,0.644315762910992,0.741078648716211,0.605303446529433
"46",2.21800401830109,0.0641675321363027,0.233624768790688,0.204307814734944,0.629964396802089,0.249234105529923,0.074769423667956,0.0393796770603865,16347.7805243255,0.903081611497328,0.293730155099183,0.19126010988839,0.886450943304226
"47",0.992738882191289,0.352098510954193,0.419623669213985,0.0859894340911019,0.679910966465591,0.279380011291196,0.0250308668547482,0.0124410428231179,16342.3720168984,0.503339485730976,0.877057543024421,0.189193622441962,0.758103052387014
"48",1.27877116514179,0.409112826318215,0.59443883866188,0.151011816978112,0.880899139968645,0.128105450739327,0.000269220713481734,0.000355386800935009,16323.860991474,0.724498892668635,0.943724818294868,0.547646587016061,0.711743867723271
"49",1.03767361352713,0.432821828680538,0.49229431875067,0.0878405090742009,0.687709198575319,0.190351319857982,0.078581042253397,0.0494450333700045,16343.8073536936,0.388905099825934,0.100873126182705,0.927302088588476,0.283232500310987
"5",1.52556392052285,0.50807711086196,0.766643290342506,0.232154196724463,0.909011115033978,6.32231870305778e-05,0.100293255409109,0.000137554012530613,16272.7552967124,0.497699242085218,0.717618508264422,0.991906094830483,0.380035179434344
"50",1.23348864347862,0.370600874014029,0.573424961925673,0.104402206649879,0.920730114017604,0.0150261399936824,0.0283975704023731,0.0402657664692657,16347.4683652823,0.59057315881364,0.110360604943708,0.840507032116875,0.317963684443384
"51",1.03387602351313,0.427501235404415,0.182029789196526,0.407245209086138,0.999912055194637,5.29149944953925e-05,0.00982426874133708,0.00017365592113967,15836.1886220221,0.782851336989552,0.267508207354695,0.218645284883678,0.516796836396679
"52",0.98229205343189,0.191075915940649,0.208513853000918,0.12652710957511,0.963737671889803,0.00235929313072528,0.00029544764076023,0.0421749462441356,16332.44280573,0.268950592027977,0.181168327340856,0.518576137488708,0.562782935798168
"53",2.91701475080176,0.0491109883811508,0.0431878298054328,0.456516569062723,0.816554426630766,0.00422868520566016,0.124140519419277,0.0634506967149077,16282.7930878053,0.129156854469329,0.256367604015395,0.717935275984928,0.961409936426207
"54",2.39261706012914,0.114962956978989,0.581520497810782,0.203293112198455,0.739874224231629,0.140942016879576,0.00356579390436729,0.114739291577182,16353.4886445628,0.100140846567228,0.763222689507529,0.947966354666278,0.818634688388556
"55",2.60881508664765,0.0980323919146239,0.547849642301943,0.225010126389455,0.59796818738959,0.381061496051285,0.0178962604427157,0.00873039182284401,16353.2129218103,0.308292330708355,0.649579460499808,0.953355451114476,0.953732650028542
"56",0.816334681863912,0.150363570758755,0.120467011245137,0.0704137384977416,0.944163262527758,0.00417322491495885,0.00235710806805886,0.0547895275908575,16361.8149406804,0.339979203417897,0.262474110117182,0.165453933179379,0.322168056620285
"57",1.07407318411412,1.0066439430913,0.675107076454289,0.0933226787942448,0.772931171168376,0.0526237354732683,0.0907155932735813,0.0859263888516063,16314.90018854,0.510125206550583,0.923968471353874,0.510959698352963,0.305707359686494
"58",1.19519419576046,0.159349890465585,0.109713213852915,0.298317389349885,0.955556598527871,0.000346783971288284,9.27071403115853e-05,0.0539944935355984,16137.1392421577,0.0464608869515359,0.41785625834018,0.854001502273604,0.347230677725747
"59",0.883835841902924,0.248132193900503,0.263956203419689,0.0758514822686408,0.932806551123587,0.00136540202022684,0.0473662573129571,0.0198200637119571,16358.8380915333,0.131442320533097,0.374486864544451,0.631420228397474,0.390078933676705
"6",1.02652257747935,1.07119143865881,0.651932625524206,0.0827047096068798,0.912004018929701,0.0436018626219334,0.0415257409857195,0.00913081217923553,16319.8546851762,0.777445221319795,0.934705231105909,0.212142521282658,0.651673766085878
"60",1.14181511319733,0.61606818483454,0.643221829249623,0.0964070855471052,0.822184507854611,0.0164525846356336,0.160509071369167,0.00593617688465904,16332.8310856841,0.689627848798409,0.689413412474096,0.554900623159483,0.429624407785013
"61",1.88735045612998,0.236834217057084,0.771961872728131,0.160003462364031,0.248445329361507,0.254611647092968,0.456982910571066,0.0449544205775272,16347.814177449,0.452720062807202,0.306443258887157,0.578353944001719,0.910370304249227
"62",1.02153002010096,0.214210957066375,0.263248637284058,0.127797755955035,0.93586768629951,0.0193877486404444,0.0436088143053036,0.00580302564265857,16333.422430519,0.142604082124308,0.415047625312582,0.210925750667229,0.428750370861962
"63",1.46927031813766,0.270088086057853,0.587576019058649,0.146741704588277,0.0947726090333899,0.52241055683293,0.00250708652554666,0.384203583476482,16343.5894143197,0.132689975202084,0.460096445865929,0.942957059247419,0.761973861604929
"64",1.44870401446422,0.358285375892663,0.697751416899477,0.123971305873611,0.926263940464902,0.0151672721884772,0.0128873007436755,0.0382443601706799,16341.9839759735,0.932909828843549,0.470678497571498,0.603588067693636,0.484989680582657
"65",1.00111276847977,0.0854503020314617,3.9634697291845e-05,0.1475525799206,0.964389749003296,0.0222027771854761,0.000186473438753213,0.00329138200271297,16313.5660245353,0.10880631650798,0.247726832982153,0.498514530714601,0.372866708086804
"66",0.948898899659543,0.546236725355919,0.478720365331092,0.0809043949575751,0.997542459138782,0.000514324213371794,0.00694071541777402,0.000257972493822914,16342.3840737989,0.934691370232031,0.523986077867448,0.317144671687856,0.277966029476374
"67",0.690632905777835,0.749722595891828,0.32506622171927,0.0710413818285339,0.99277427360378,0.0062312333819969,0.00329242114697135,0.00409417552983305,16340.4627191372,0.787540507735685,0.702462512534112,0.165027638664469,0.0644575387705117
"68",0.684716312712495,0.624766906941756,0.309453917700911,0.0583101508550607,0.980716044370613,0.00521814409589903,0.00670150955130542,0.0159706463209398,16349.2579612837,0.754705621628091,0.620410033036023,0.169576766667888,0.0622140523046255
"69",0.81093003057616,0.265258287299268,0.241214803706122,0.0698288397203851,0.944001965642543,0.0367710668409446,0.00870623171895685,0.0195010348713274,16358.3287086076,0.109029268613085,0.381716351723298,0.169310914585367,0.298652542056516
"7",0.661343997793673,0.206350262678265,0.112356076884358,0.0582725792667128,0.920033901383078,0.0516867266217904,0.0179066758474294,0.0120295668996216,16362.0233737577,0.125555095961317,0.267220668727532,0.386114092543721,0.0133903331588954
"70",0.687597019225945,0.143353610050945,0.0571171565229612,0.0603725278655642,0.997435768740222,0.00703090386076912,0.00206117582079386,0.00225789137983333,16362.6437053384,0.192209535045549,0.257170021301135,0.181231822818518,0.477313709678128
"71",0.533758971396753,0.637444924380649,0.202118612148501,0.0430963923463211,0.787368316149703,0.0569325944253093,0.0167749302783136,0.138671369769133,16354.6069790704,0.770737042883411,0.0277871224097908,0.527310776989907,0.880319068906829
"72",0.561780260190544,0.296802462456132,0.121835071660445,0.0474325528832668,0.911591818814798,0.0702506234152856,0.0222006802224804,0.00383529609267255,16361.6273614047,0.373063371982425,0.0479591316543519,0.138628246728331,0.321492120390758
"73",0.675422104873242,0.180454369065485,0.0963253928820891,0.0583699187424174,0.92316926550822,0.0246596631251902,0.00573160952639056,0.041381108232391,16362.2731146304,0.154831611318514,0.132228172151372,0.221305927727371,0.226380796171725
"74",0.615865014014984,1.14943387662277,0.318329808908775,0.0517847941257851,0.808008208037785,0.0691167883349024,0.101853127560761,0.0114041549458822,16343.6308649832,0.13141653384082,0.981563460314646,0.327013726811856,0.506939497077838
"75",0.705254280086783,0.172699414700596,0.101142666804338,0.0597660965113464,0.997087477505605,0.00383467837682824,0.00405721749187816,0.00412649197458035,16362.576875664,0.68144251476042,0.0991691031958908,0.118902558228001,0.0504396595060825
"76",1.07786553672235,0.348022468567949,0.465441034921698,0.093723936172335,0.870643205240439,0.102953338486864,0.0122429470608634,0.0162214358004455,16343.1874925288,0.929253919748589,0.673712232848629,0.0948578554671258,0.492596120806411
"77",1.09887335460203,0.595298179085519,0.610124011412241,0.0869111191231374,0.928081586637615,0.0389860194457166,0.0344526189332633,0.000321147084551195,16334.6929447829,0.461551840649918,0.375216530868784,0.991099219536409,0.176350713707507
"78",0.817065602403482,0.305337939268525,0.279410281407233,0.0703567088566775,0.971759293446712,0.0117705451134078,0.0179034885435135,0.0047316631711042,16352.6047412351,0.813435208518058,0.0684466371312737,0.40044974675402,0.141144325723872
"79",1.28750838278328,0.526721788928885,0.712981577873509,0.105104697368801,0.958344359642744,0.0035498050893553,0.0111184710015306,0.0183004622139303,16334.2936680814,0.193309862399474,0.841351716779172,0.719913988374174,0.267212083097547
"8",0.860457250022472,0.459003893558962,0.333979753770497,0.128242406597379,0.924244546347776,0.00687767722907687,3.91856476374624e-05,0.0787683496983977,16296.1698763683,0.382387957070023,0.86969084572047,0.34034899668768,0.482080115471035
"80",1.33250366381516,0.388816468055526,0.590975741833004,0.172861647568467,0.89506907730927,0.0742389117927209,0.0177854044294182,0.0228995972336953,16314.6411713572,0.495001644827425,0.0831138978246599,0.353884240612388,0.969208805356175
"81",0.9282199023011,0.659592138897486,0.497883918443678,0.0787890014586169,0.949198647845645,0.00235725913216293,0.0141952682519708,0.0424323751020011,16338.5771710526,0.624714189674705,0.664618249749765,0.312489656498656,0.405689612729475
"82",1.6057965849476,0.914943486530376,0.599633853374505,0.634148420205292,0.922798496381924,0.0827962623944599,0.00147344627233419,0.00133347077589627,15773.9934043111,0.996077371528372,0.855082356370986,0.953548396006227,0.812305092345923
"83",1.7261031946137,0.405538655768637,0.255766045229924,0.836558000971653,0.990922573994179,0.00850661984231894,0.000680788849329241,0.00885454920937388,15638.3345009507,0.782182115828618,0.267878128914163,0.762151529546827,0.986311589134857
"84",1.29574403403059,0.290659054103276,0.470205939839149,0.182460677377943,0.943475447048163,0.0607090097776294,0.00196892715627825,0.00220205866064926,16304.4532576756,0.293605549028143,0.399351106956601,0.812131523853168,0.0771516691893339
"85",1.13195456361071,0.288055448083213,0.441468464179333,0.0961380432684021,0.854215716871843,0.000938672216196846,0.0942371393864657,0.0469471380571467,16352.3145221769,0.363696809858084,0.442592467181385,0.156714132521302,0.582205270184204
"86",1.07351839453248,0.992811759561481,0.548963854136812,0.222511876604639,0.996830955756129,8.83531293224867e-06,0.00113797630414621,0.0120187973398063,16168.5961005003,0.970162178855389,0.98949983343482,0.176452036481351,0.542130424408242
"87",0.976450375518471,0.3819793789864,0.398830638416532,0.11245131478656,0.906721979833467,0.0277792667225181,0.0640539143797043,0.00996846938724519,16331.7454987958,0.384303892031312,0.676164050819352,0.26929377974011,0.469250942347571
"88",1.31375689039303,0.313027938724248,0.576457819502261,0.110257576737824,0.807585463763299,0.0358905471976034,0.0612105487437503,0.087464111376967,16345.0862464827,0.171800082316622,0.36918946239166,0.725405272562057,0.486149104312062
"89",0.889658312977124,1.16805327239253,0.544666603940307,0.0767222445608073,0.890863377318427,0.0676543235893949,0.00684072356349785,0.0305353843131676,16324.6394123155,0.0638024667277932,0.784546229988337,0.418321635806933,0.981018084799871
"9",2.27490722148724,0.160424493008623,0.704842413281077,0.227561781625701,0.00765080450557118,0.341919020944163,0.568318920446154,0.0911967999798357,16346.9875148434,0.599565825425088,0.493541307048872,0.186217601411045,0.827373318606988
"90",1.01128828895329,0.89039451273949,0.435251536526925,0.26742715212418,0.949057270203271,0.000206537754714294,0.0482635665794971,0.0124689309477314,16071.3799785196,0.282883955864236,0.847882149508223,0.0822392308618873,0.886458750581369
"91",1.03483320444575,0.167569775872365,0.242938395452593,0.0886070215185187,0.811627795875747,0.0750676502587932,0.0946970323812406,0.0182454304092737,16356.0251148871,0.471930730855092,0.109100963454694,0.333277984522283,0.837416569236666
"92",1.24867994679382,0.375572846809943,0.59105983161799,0.101455735037222,0.8741923633148,0.07195051567637,0.00232163453696359,0.0589825461960756,16346.6052758273,0.276849841699004,0.587035141419619,0.836732269730419,0.0711540239863098
"93",1.00253385380764,0.680467743529706,0.56207762896308,0.0813735612696232,0.819713903665975,0.0254903226568345,0.0151898692985062,0.138158652497429,16334.9356872367,0.702778743347153,0.69882453721948,0.46396238100715,0.436931110452861
"94",0.679460158600454,0.919846851713428,0.350892775528795,0.0570050271466565,0.977665643046976,0.0308876835659699,0.000466752412439035,0.000271949935236055,16341.9900436954,0.562176787760109,0.928483226336539,0.230466414242983,0.221813754411414
"95",1.27316837874389,0.391581667881778,0.622238455418601,0.100695227501691,0.957703164240379,0.020772187023536,0.0135017713823239,0.0141431662218095,16344.3695765817,0.420215893303975,0.333520805696025,0.864807550329715,0.177194535732269
"96",2.28069508376792,0.259112192273358,1.02327647055024,0.193079737303708,0.22260873152463,0.122381635686938,0.471485928025728,0.175456374694005,16344.9152664607,0.49331872863695,0.429713366786018,0.564263842999935,0.656162315513939
"97",1.16629891564537,0.308768790983607,0.481326861932927,0.0987557379794437,0.589625616895945,0.0786046486037263,0.263808382150861,0.0736254250498659,16350.664265733,0.97855406277813,0.232161148451269,0.240811596158892,0.796836083987728
"98",1.34607613748514,0.142202052478932,0.320374771806382,0.114429863852831,0.920095966879527,0.0359949755158668,0.00568588334024353,0.0382651456008727,16354.0729428233,0.831671715015545,0.113507706439123,0.963312016334385,0.147322899661958
"99",0.815173986406261,0.808802874754656,0.447256617719277,0.0631204125146363,0.947301354689355,0.007019017909165,0.0227916408916695,0.0275663737285803,16336.4183542061,0.143626942764968,0.925229935208336,0.507035602582619,0.15485101705417
