"parameter","fixed_value","likelihood_value","optim_beta","optim_kappa","optim_gamma","optim_mu"
"gamma",0.79,404.935655605975,1.25055827559724,0.914962775505374,0.702959382437278,0.152977877039379
"gamma",0.81,404.860276810398,1.26531786586136,0.962136017394314,0.79737265360487,0.154213106445392
"gamma",0.83,405.355474391881,1.42831244648646,0.596486997233666,0.935661832448322,0.176274157147888
"mu",0.097,404.845611621015,0.907513110791138,0.870992278477583,0.534000295119344,0.136857614670423
"mu",0.092,404.583928239298,0.905676058251008,0.870834084183087,0.537207555459041,0.175353197297744
"mu",0.087,404.237906076441,0.903969364267734,0.86875682431074,0.540167291120242,0.210228225783517
"mu",0.082,403.79424731948,0.900973219310326,0.873289996773742,0.542975593707338,0.250087761582769
"mu",0.077,403.260848631109,0.898976779407334,0.875639878215585,0.54631055089131,0.278093174148019
"mu",0.072,402.570309413148,0.896908457172045,0.879484337586842,0.549663038482016,0.300000112183323
"mu",0.067,405.046157368006,0.543785475805511,1.53913157603853,0.278130643918733,4.07756915553942
"mu",0.062,404.985836225375,0.536432027506972,2.29725820693471,0.293216596985153,4.22911363718526
"mu",0.057,404.696648549067,0.534610353507204,2.36226516444238,0.297147765119285,4.42993030803118
"mu",0.052,404.222979235248,0.531209322956871,2.78543260181062,0.303849705753127,4.00408643192762
"mu",0.047,403.479198836804,0.528521950626578,3.10811128896134,0.309267145034517,4.71973024656546
"mu",0.042,404.898601612803,0.364066305336587,85.4852997012553,0.168402851309736,347.137016092993
"mu",0.037,404.534137532341,0.327430873774491,85.5244998609975,0.133995910790615,397.513326176492
"mu",0.032,403.980101528323,0.291061883043872,62.391787973013,0.0996166093600154,343.368965840134
"mu",0.027,403.161639266649,0.256558149748702,58.9022625636726,0.0668169975839172,431.196679045075
"mu",0.022,401.927058322867,0.219476716117898,57.2386676771237,0.0306424006178471,432.261579463785
"mu",0.017,399.87476380255,0.188313502151906,85.7071589583566,3.70954088630901e-06,440.817073110334
"mu",0.012,395.613411409068,0.184419072656298,85.6892216358261,8.25131657939531e-07,442.394862148057
"mu",0.097,404.845611621015,0.907513110791138,0.870992278477583,0.534000295119344,0.136857614670423
"mu",0.102,405.020045062033,0.91109622797812,0.891587447900054,0.535655293676001,0.141361384561771
"mu",0.107,405.135012117549,0.91468537739626,0.931290287917349,0.539302497570367,0.14306657979591
"mu",0.112,405.168046529427,0.909695416164312,0.964313117790017,0.534323347360988,0.178255304872595
"mu",0.117,405.173167613295,0.910973132629611,0.977314698155918,0.53227860410112,0.222585461221858
"mu",0.122,405.150144759187,0.914115802886635,0.963640923895637,0.528651825111637,0.279406872876499
"mu",0.127,405.039643765243,0.915356603801946,0.983064894800879,0.527530695541577,0.315179400697735
"mu",0.132,405.278543130482,0.999994383520918,0.663112003099325,0.539981890813439,0.0949820512715075
"mu",0.137,405.225369775426,1.00756354867929,0.668977282295644,0.543103186923769,0.182882876121326
"mu",0.142,405.161620217088,1.01652607380353,0.682546040881009,0.549244525848305,0.197288303387762
"mu",0.147,405.062940973595,1.02643741228786,0.68356747845136,0.553074391165821,0.301784980562716
"mu",0.152,404.965272354503,1.03894494920558,0.69320423110148,0.561162931516757,0.345436478395166
"mu",0.157,404.897285681417,1.05673308818915,0.710825417084531,0.57582787378992,0.0341450332675731
"mu",0.162,404.76564230338,1.06787425347555,0.715636140270342,0.5816747266039,0.120381119309999
"mu",0.167,404.679301970348,1.08494621486021,0.728682649163773,0.594354841747547,0.154388503365632
"mu",0.172,404.477865849876,1.08911121823377,0.736727907669496,0.594960937654759,0.200414473748677
"mu",0.177,404.291837542935,1.09412804822306,0.736289629627596,0.59438689000084,0.2375240707081
"mu",0.182,404.096645509145,1.10132115557089,0.741467894572613,0.596969459495487,0.254120922132076
"mu",0.187,405.508291067827,1.47846947250977,0.457446260236682,0.78605239733156,1.76434885860961
"mu",0.192,405.495392734733,1.48257632029932,0.454949335724751,0.782517061930242,1.87392245626867
"mu",0.197,405.464011555142,1.48293186281833,0.455206580776885,0.778051535327503,1.95967512861753
