"parameter","fixed_value","likelihood_value","optim_beta","optim_kappa","optim_gamma","optim_mu"
"kappa",0.246722791227639,125854962.714802,0.614386662534172,0.238696535513811,0.11418836160276,0.0531128752863619
"kappa",0.226722791227639,125854628.036677,0.659030468589878,0.185254886923724,0.122580143169213,0.0569955558873007
"kappa",0.206722791227639,125854156.112665,0.72129803719648,0.145348998292284,0.134611461329744,0.0625985667791476
"kappa",0.186722791227639,125854671.60462,0.797836148872895,0.124909578420541,0.149559663495024,0.0693099778599328
"kappa",0.166722791227639,125854736.050814,0.891154250563081,0.13860497042856,0.165994856455265,0.0766175452186089
"kappa",0.146722791227639,125851089.646975,1.03393548345868,0.391533665230096,0.191952384810065,0.0881251109820622
"kappa",0.126722791227639,125837983.869721,1.21300996848957,0.17405803673345,0.217246572867617,0.0999030183016926
"kappa",0.106722791227639,125803512.508652,1.47534517349787,0.0892835604364335,0.250939046724139,0.114514124027037
"kappa",0.0867227912276388,125729570.618104,1.82660785728819,0.0513836800643533,0.282529442432059,0.12846994855058
"kappa",0.0667227912276387,125585615.150288,2.49393626158069,0.0505350251006573,0.339651456234398,0.156386668265426
"kappa",0.0467227912276388,125329832.597039,3.91994223141949,0.277711867008215,0.429394326592229,0.207525975918642
"kappa",0.0267227912276388,124893834.697594,9.57416784465086,3.93180040140202,0.679914853507289,0.402108310976838
"kappa",0.266722791227639,125855220.72339,0.584348279794654,0.266722791227639,0.110069285808224,0.0510481779379868
"kappa",0.286722791227639,125854950.762128,0.558116671489794,0.0697072515002756,0.105944750472285,0.0492255414729403
"kappa",0.306722791227639,125854176.353547,0.535941947240621,0.127193536418164,0.102541383546419,0.0475758258570286
"kappa",0.326722791227639,125852226.445007,0.514994788260014,1.07913781329505,0.0991343726353498,0.0463085670082781
"kappa",0.346722791227639,125850224.029605,0.501925025665677,1.26712079101851,0.0982533304067835,0.0455716457813998
"kappa",0.366722791227639,125846533.751924,0.488202404140461,1.39462508501859,0.0966292950752552,0.0454808474780639
"kappa",0.386722791227639,125843736.19361,0.474421587863531,1.19330752700897,0.0942378984182513,0.0440333305052349
"kappa",0.406722791227639,125840489.861815,0.46637979633267,1.31058153350844,0.0938810662091985,0.0442246734692516
"kappa",0.426722791227639,125837249.120927,0.45363369483947,1.30178670862414,0.0911545280691252,0.0426117896051503
"kappa",0.446722791227639,125833363.494663,0.44690758431637,1.43563120637283,0.0905477349967466,0.0430443708415747
"kappa",0.466722791227639,125829993.069354,0.438041670850869,1.4256077945533,0.0891246463694605,0.0418252435756183
"kappa",0.486722791227639,125823630.248881,0.429893678794746,1.36922479175211,0.0880860150049708,0.0415176924895121
"kappa",0.506722791227639,125819472.106101,0.425675673652548,1.4801870825844,0.0880546834520104,0.0420346573360743
"kappa",0.526722791227639,125815452.624354,0.419710635892105,1.54079986340038,0.0870893142943976,0.0416025945250793
"kappa",0.546722791227639,125811368.059718,0.412818388532918,1.72831486311771,0.0856399987012837,0.0408443678139631
"kappa",0.566722791227639,125807208.570927,0.409596522966169,1.80967794174189,0.0857632460958186,0.0410372923618129
"gamma",0.110069285808224,125855220.72339,0.584348279794654,0.266722791227639,0.110069285808224,0.0510481779379868
"gamma",0.0900692858082243,125845067.858099,0.518579584810068,0.294505923282212,0.0552222790127412,0.0432631370511701
"gamma",0.0700692858082243,125801727.682108,0.437899650956434,0.364195699367528,0.0498175622916624,0.0345943999567555
"gamma",0.0500692858082243,125672055.404526,0.357158165925691,0.514157040663894,0.0275227005457529,0.026381462711875
"gamma",0.0300692858082243,125358872.560292,0.284223730656111,0.929605932049088,0.0825669610743218,0.0178391372160119
"gamma",0.0100692858082243,124692991.357232,0.223975595515817,2.71243580823039,0.400263488125414,0.0096384096282378
"gamma",0.110069285808224,125855220.72339,0.584348279794654,0.266722791227639,0.110069285808224,0.0510481779379868
"gamma",0.130069285808224,125854386.736357,0.692571522339245,0.216214375464518,0.151942098011421,0.0601521222661914
"gamma",0.150069285808224,125854705.957597,0.803455011107654,0.184601626292102,0.125484235638866,0.0693050060887137
"gamma",0.170069285808224,125852453.374261,0.862373287453701,0.183076840658019,0.0902970118306839,0.0782239377683395
"gamma",0.190069285808224,125852744.491961,0.99550074841177,0.155972098613793,2.5928020403484,0.0880116200415835
"gamma",0.210069285808224,125849654.799908,1.0783475475788,0.150284244116229,3.82127698433848,0.0969444164046899
"gamma",0.230069285808224,125841666.454625,1.10613291129412,0.157969912793865,4.12130852939589,0.104309955196162
"gamma",0.250069285808224,125839865.011893,1.247341110253,0.141150604368691,3.89067074053129,0.115474241987556
"gamma",0.270069285808224,125833271.207342,1.31090761271673,0.141013005929654,3.77479760482897,0.123856958882583
"gamma",0.290069285808224,125823861.617255,1.34784637469242,0.145134774167031,3.9001142870563,0.130262034586539
"gamma",0.310069285808224,125816516.901505,1.48062693423016,0.133965907996083,3.97133384332548,0.142072960681227
"gamma",0.330069285808224,125807454.482252,1.52545807151621,0.138340233074697,3.7211808299174,0.154066750545292
"gamma",0.350069285808224,125800647.00775,1.62054658427737,0.13311931976603,1.50113816637173,0.160450151338201
"gamma",0.370069285808224,125793084.489334,1.72027920352144,0.129304894675528,1.68518692414861,0.171008744883415
"gamma",0.390069285808224,125784528.544796,1.76022160343347,0.132945876324518,1.77421119460471,0.180214397088113
"gamma",0.410069285808224,125770536.979781,1.79633228011705,0.136171718295555,1.91970391650818,0.188837300940133
"gamma",0.430069285808224,125764652.160403,1.93057113208878,0.127517430517874,2.0100725807409,0.196132830380791
"gamma",0.450069285808224,125762704.809028,1.95652974055594,0.13761588366416,2.13752180801348,0.219355551710554
"gamma",0.470069285808224,125757304.810595,1.98777950317261,0.141345419779846,2.32900180617569,0.224457519871526
"gamma",0.490069285808224,125760406.038066,2.21153051363276,0.124554619110009,2.64885604522368,0.232362953173282
"gamma",0.510069285808224,125754005.240375,2.26756468155839,0.124812439398435,2.85280650903247,0.236954576394995
"gamma",0.530069285808224,125749017.709327,2.34391485094563,0.124565426651712,2.45086697994963,0.246692399720931
"gamma",0.550069285808224,125743147.410895,2.4571679365244,0.120735015611811,2.90168918568449,0.2538376595096
"gamma",0.570069285808224,125737085.534473,2.50601381938016,0.122967697228446,2.92704395595407,0.26475957878534
"gamma",0.590069285808224,125730682.677235,2.55028048968327,0.125177570520159,3.08146056740763,0.27408822455212
"gamma",0.610069285808224,125725488.50891,2.59339748607419,0.12793526944067,2.86893013719673,0.285734345083956
"mu",0.0510481779379868,125855220.72339,0.584348279794654,0.266722791227639,0.110069285808224,0.0510481779379868
"mu",0.0460481779379868,125853818.121283,0.544867442773157,0.289177634552973,0.101640514497828,0.413382828148143
"mu",0.0410481779379868,125844460.066296,0.534536090096368,0.28214680111165,0.0965337113356242,0.458372354071045
"mu",0.0360481779379868,125833108.363526,0.478776184348087,0.332269942793612,0.0858094156567074,0.424131672082889
"mu",0.0310481779379868,125804471.232148,0.442937238303505,0.362731968943553,0.0768670095061084,0.140232981238319
"mu",0.0260481779379868,125750776.396007,0.424230305188081,0.368260593656307,0.0700882354558305,0.145838281788409
"mu",0.0210481779379868,125668172.349278,0.367178552451531,0.493637460756677,0.059934030293608,1.06980893518655
"mu",0.0160481779379868,125515221.318472,0.34441919141251,0.520588605265134,0.0513049811742636,1.17227140916642
"mu",0.0110481779379868,125235332.368395,0.304953607257715,0.653355089411128,0.0396884632935784,0.415076407718377
"mu",0.0510481779379868,125855220.72339,0.584348279794654,0.266722791227639,0.110069285808224,0.0510481779379868
"mu",0.0560481779379868,125851938.9056,0.594293032328266,0.275211491068549,0.116110405022155,0.0881223470615224
"mu",0.0610481779379868,125853958.310758,0.683837871548825,0.222022054745645,0.129063653859314,0.265958656185281
"mu",0.0660481779379868,125849633.177141,0.695009231901422,0.228059777715759,0.135748007972972,0.313936221805289
"mu",0.0710481779379868,125846532.180175,0.726800428078836,0.22165708430677,0.143456522963464,0.380410542799822
"mu",0.0760481779379868,125838300.152322,0.736544243577923,0.22595660234166,0.147916415196922,0.354817575137902
"mu",0.0810481779379868,125828886.595796,0.750940097025209,0.231094954932757,0.155545683408705,0.420552069811234
"mu",0.0860481779379868,125818386.800932,0.763283361735078,0.233949548783268,0.159186336785691,0.491957774996817
"mu",0.0910481779379868,125806164.189261,0.773987636328807,0.239342226202263,0.165214393806752,0.539401129002034
"mu",0.0960481779379868,125850527.395571,1.0483596675572,0.153040269140456,0.20218180466682,6.02653253044145
"mu",0.101048177937987,125847765.803238,1.05840359227449,0.15626097471273,0.207428851943726,6.2686739243293
"mu",0.106048177937987,125843757.129002,1.0707387852812,0.15929008730729,0.213599310674609,6.82714108901152
"mu",0.111048177937987,125843949.592324,1.17380973874963,0.145345891109462,0.230461549302306,5.13053863719074
"mu",0.116048177937987,125840859.859625,1.18823059818468,0.147075806728025,0.235472882815959,5.63677051048563
"mu",0.121048177937987,125838279.239798,1.25209434730887,0.142168819472712,0.249113985490091,0.940927306126683
"mu",0.126048177937987,125834870.620625,1.26293134971181,0.144464740425893,0.254026794251635,0.988891522328292
"mu",0.131048177937987,125830683.193811,1.27399427411295,0.146431158341776,0.258407092643599,1.04708444478551
"mu",0.136048177937987,125826059.740051,1.29091499649137,0.148593901194894,0.265838386214941,1.11896220676064
"mu",0.141048177937987,125821237.10042,1.30783872441214,0.150889893181851,0.274083397739009,1.23097719946857
"mu",0.146048177937987,125815602.664659,1.31603632528245,0.151088585671499,0.273806254408147,1.37186187710386
"mu",0.151048177937987,125815207.009994,1.47088720577884,0.135213357029644,0.300286298172397,0.0457304083081933
